PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1136, 1676057541, 0.90651596, 0.29386485, 0.20152776, -0.22640443, 0.12957922, 0.051851362, -0.15467453
1137, 1676074208, 0.90640616, 0.2940935, 0.20168053, -0.22641101, 0.23224382, 0.22115591, -0.13633919
1138, 1676090875, 0.90639126, 0.2940363, 0.2018585, -0.22638673, 0.33616462, 0.2835402, -0.15133762
1139, 1676107542, 0.906448, 0.29375073, 0.20203045, -0.2263763, 0.24505317, 0.24960308, -0.07385349
1140, 1676124209, 0.90654147, 0.2933486, 0.20215356, -0.22641394, 0.122480586, 0.12112613, -0.015439988
1141, 1676140876, 0.90665007, 0.29289985, 0.20229986, -0.22642952, 0.13695203, 0.15154691, 0.07081604
1142, 1676157543, 0.90681005, 0.29230234, 0.20249872, -0.2263838, 0.15511307, 0.1426603, 0.087489136
1143, 1676174210, 0.906958, 0.29174322, 0.20267954, -0.22634959, 0.08562254, -0.06607141, 0.0104084015
1144, 1676190877, 0.9070869, 0.29126737, 0.20281902, -0.22632107, 0.08070208, -0.15528315, 0.083592415
1145, 1676207544, 0.9071631, 0.29092443, 0.20295617, -0.2263341, -0.15177476, -0.28175095, 0.22868252
1146, 1676224211, 0.9071591, 0.29086792, 0.20308219, -0.22630921, -0.24245334, -0.33156562, 0.20284748
1147, 1676240878, 0.9072018, 0.29071707, 0.20327866, -0.22615552, -0.08353268, -0.100255564, 0.28491497
1148, 1676257545, 0.90733767, 0.2903202, 0.20357077, -0.22585782, 0.064067125, -0.11270775, 0.23689556
1149, 1676274212, 0.90736854, 0.29018646, 0.20385051, -0.22565311, 0.077332735, -0.16292523, 0.22389507
1150, 1676290879, 0.90731835, 0.29023907, 0.20422263, -0.22545063, 0.09158588, -0.099744916, 0.27970982
1151, 1676307546, 0.90725076, 0.2902757, 0.20471406, -0.22522956, 0.05082322, -0.084266216, 0.25507736
1152, 1676324213, 0.90717447, 0.2903184, 0.2052523, -0.22499186, -0.0567462, -0.027846448, 0.1304121
1153, 1676340880, 0.90708375, 0.29041463, 0.2057524, -0.22477692, -0.13552526, 0.0035605803, 0.03241253
1154, 1676357547, 0.90703464, 0.290489, 0.20623496, -0.22443637, -0.17815165, -0.033238605, -0.04045868
1155, 1676374214, 0.9070056, 0.2906046, 0.20664522, -0.22402617, -0.25751176, -0.1890638, -0.10542298
1156, 1676390881, 0.90694284, 0.29094696, 0.20693517, -0.2235679, -0.12851097, -0.27096245, -0.16990568
1157, 1676407548, 0.9068522, 0.29142845, 0.20711228, -0.22314417, -0.09102166, -0.049253687, -0.0081214905
1158, 1676424215, 0.9067958, 0.29186276, 0.20720944, -0.22271487, -0.04790336, 0.11411867, 0.017365456
1159, 1676440882, 0.9068856, 0.29192305, 0.2073311, -0.22215638, -0.13317567, 0.1573081, 0.05641365
1160, 1676457549, 0.9070217, 0.29190633, 0.20738934, -0.22156748, -0.31252247, 0.051309183, 0.024752617
1161, 1676474216, 0.90708935, 0.2921718, 0.20728283, -0.22103995, -0.20484272, -0.060709454, -0.04775238
1162, 1676490883, 0.9071088, 0.29262608, 0.20711856, -0.22051239, -0.04154473, 0.050004564, -0.004473686
1163, 1676507550, 0.90712535, 0.2930732, 0.20697471, -0.21998507, 0.07415356, 0.006606858, -0.011847496
1164, 1676524217, 0.9071116, 0.2935642, 0.20687857, -0.21947676, 0.113311306, 0.04572073, 0.058909416
1165, 1676540884, 0.90707684, 0.294084, 0.20676722, -0.21902877, 0.10167737, 0.071269795, 0.016383173
1166, 1676557551, 0.9070461, 0.2945686, 0.2066616, -0.21860474, 0.04229541, 0.1041988, -0.024738312
1167, 1676574218, 0.90707386, 0.29491803, 0.20657381, -0.21810013, 0.08396947, 0.12714091, 0.0112810135
1168, 1676590885, 0.90712, 0.29517043, 0.20649356, -0.21764246, 0.086870596, 0.21621363, 0.09573937
1169, 1676607552, 0.90718997, 0.29534417, 0.20643105, -0.21717447, 0.069287926, 0.14099605, 0.039439205
1170, 1676624219, 0.9072119, 0.29561964, 0.20627435, -0.21685606, 0.0051865242, 0.09323679, 0.039744377
1171, 1676640886, 0.907237, 0.2958852, 0.2060945, -0.21656078, 0.08172615, 0.14849211, 0.059958458
1172, 1676657553, 0.90728205, 0.29607287, 0.20593043, -0.21627021, 0.12104806, 0.10732933, 0.07950878
1173, 1676674220, 0.90733886, 0.29618677, 0.2057979, -0.21600163, 0.12971143, 0.0737587, 0.051251415
1174, 1676690887, 0.90740263, 0.29624334, 0.20568351, -0.2157653, 0.09821296, 0.023476664, 0.027749063
1175, 1676707554, 0.9074, 0.29647908, 0.20552889, -0.21559986, 0.12348209, -0.06221234, 0.034827232
1176, 1676724221, 0.9073241, 0.2968918, 0.20536196, -0.21551079, 0.16803372, -0.06937812, 0.030838013
1177, 1676740888, 0.90726477, 0.29723692, 0.20527247, -0.21536964, 0.23383594, -0.039000317, 0.03817463
1178, 1676757555, 0.90724397, 0.2974523, 0.20527557, -0.21515721, 0.1902572, -0.11894281, 0.02842236
1179, 1676774222, 0.90719557, 0.29773265, 0.20529403, -0.21495563, 0.12111545, -0.103190675, 0.030071259
1180, 1676790889, 0.9071308, 0.2980454, 0.2053254, -0.2147654, 0.052618507, 0.012537397, 0.036447525
1181, 1676807556, 0.9070883, 0.29832062, 0.20531364, -0.21457374, -0.05925321, 3.2982416E-4, -0.026347162
1182, 1676824223, 0.90700215, 0.29875195, 0.20520532, -0.21444133, -0.020223996, 0.04067707, -0.0029659271
1183, 1676840890, 0.90693396, 0.29911, 0.20509985, -0.21433201, 0.1499736, 0.21344545, 0.15167427
1184, 1676857557, 0.906919, 0.29928228, 0.20505255, -0.21420005, 0.25837937, 0.16733672, 0.16404438
1185, 1676874224, 0.9069305, 0.29933518, 0.20507717, -0.21405396, 0.1275967, 0.08679698, 0.0025968552
1186, 1676890891, 0.9069826, 0.29930985, 0.20510726, -0.21383929, 0.011047393, 0.03319062, -0.057324413
1187, 1676907558, 0.90705156, 0.29927662, 0.20508641, -0.21361342, -0.018382797, 0.037783142, -0.012728691
1188, 1676924225, 0.9071344, 0.29923552, 0.20502481, -0.21337843, 0.017210532, 0.06549219, 0.07550908
1189, 1676940892, 0.9072374, 0.29914263, 0.2049661, -0.21312672, 0.11244697, 0.069538265, 0.09929466
1190, 1676957559, 0.9073582, 0.2989949, 0.20494345, -0.21284103, 0.18367362, 0.014001228, -0.010926247
1191, 1676974226, 0.9074234, 0.2989902, 0.2048766, -0.21263468, 0.23960486, 0.0068356693, -0.08256531
1192, 1676990893, 0.9074271, 0.29912984, 0.20478074, -0.21251497, 0.15698226, 0.08869308, 0.020510674
1193, 1677007560, 0.9074592, 0.299161, 0.20471089, -0.21240109, 0.19601087, 0.1344006, 0.1285286
1194, 1677024227, 0.9075372, 0.2990203, 0.20468898, -0.21228668, 0.21139912, 0.16589928, 0.13817787
1195, 1677040894, 0.90764105, 0.29878923, 0.20470583, -0.21215203, 0.17197497, 0.058520354, 0.03912449
1196, 1677057561, 0.90772176, 0.29862154, 0.20469196, -0.21205571, 0.07891853, 0.025138177, -0.058947567
1197, 1677074228, 0.90777135, 0.29856473, 0.20461017, -0.21200219, 0.050873082, 0.08515378, -0.06825256
1198, 1677090895, 0.9078294, 0.29849127, 0.20448765, -0.21197563, 0.12756832, 0.22322366, 0.036175728
1199, 1677107562, 0.9079642, 0.29817262, 0.20439413, -0.2119365, 0.21994115, 0.26150903, 0.123457916
1200, 1677124229, 0.9081533, 0.2976532, 0.20433828, -0.21191052, 0.2508398, 0.13083841, 0.105908394
1201, 1677140896, 0.90831155, 0.2972017, 0.20426196, -0.2119399, 0.17491648, -0.06488124, -0.013828278
1202, 1677157563, 0.90837944, 0.29699147, 0.20412374, -0.21207678, 0.08951428, -0.06333522, 0.06414318
1203, 1677174230, 0.9084089, 0.2968948, 0.20396876, -0.21223521, 0.13497302, 0.09360079, 0.14849186
1204, 1677190897, 0.9084597, 0.29669717, 0.20385358, -0.21240464, 0.23910187, 0.19756462, 0.1439066
1205, 1677207564, 0.90851957, 0.29643127, 0.20377362, -0.21259609, 0.21404873, 0.122857526, 0.117323875
1206, 1677224231, 0.908535, 0.29626638, 0.20370072, -0.21282917, 0.094531655, -0.0060723275, 0.053743366
1207, 1677240898, 0.90853274, 0.29615313, 0.2036227, -0.2130717, 0.06533559, -0.08261782, 0.065369606
1208, 1677257565, 0.90854514, 0.29599932, 0.203565, -0.21328756, 0.1949873, -0.007813968, 0.108548164
1209, 1677274232, 0.908558, 0.29578465, 0.20357224, -0.21352357, 0.31937033, 0.049831197, 0.11471654
1210, 1677290899, 0.90855145, 0.2955857, 0.20362937, -0.21377212, 0.25612617, -0.023079276, 0.103357315
1211, 1677307566, 0.9084925, 0.29551458, 0.20371555, -0.21403864, 0.13573225, -0.1319135, 0.0537405
1212, 1677324233, 0.90841055, 0.29551503, 0.20380756, -0.21429846, 0.11132163, -0.05270113, 0.029167175
1213, 1677340900, 0.9083986, 0.29532185, 0.20394424, -0.21448576, 0.1949761, 0.11873413, 0.008420944
1214, 1677357567, 0.9084427, 0.2949434, 0.20411159, -0.21466038, 0.242555, 0.15544213, 0.036036495
1215, 1677374234, 0.9084477, 0.29461578, 0.20427395, -0.21493465, 0.21292998, 0.17197727, 0.031373024
1216, 1677390901, 0.9084258, 0.29432353, 0.2044475, -0.21526203, 0.21459943, 0.10665372, 0.011394502
1217, 1677407568, 0.908337, 0.29414433, 0.2046628, -0.21567672, 0.37957817, -0.0555882, -0.08990002
1218, 1677424235, 0.9081623, 0.29417756, 0.20491551, -0.21612635, 0.26170814, -0.023821771, 0.066010475
1219, 1677440902, 0.90798783, 0.29419288, 0.20523885, -0.2165314, 0.065368764, 0.013494793, 0.069164276
1220, 1677457569, 0.9078543, 0.29411903, 0.2055727, -0.21687445, 0.030115254, 0.008113957, 0.059578896
1221, 1677474236, 0.9077126, 0.29401684, 0.20583186, -0.21736029, 0.028006144, 0.14732301, 0.14410496
1222, 1677490903, 0.9076618, 0.29368144, 0.20614094, -0.21773219, -0.094564006, 0.31980574, 0.25420952
1223, 1677507570, 0.9076562, 0.29322523, 0.20641515, -0.21811017, -0.1622579, 0.24055767, 0.3151894
1224, 1677524237, 0.9076251, 0.2928274, 0.20664705, -0.21855462, -0.05651872, 0.15651621, 0.32320213
1225, 1677540904, 0.90759426, 0.29235762, 0.20688304, -0.21908727, 0.07635468, 0.17068604, 0.27896976
1226, 1677557571, 0.9076392, 0.29169774, 0.2072886, -0.21939734, 0.0725757, -0.01017835, 0.13830662
1227, 1677574238, 0.90759695, 0.29121315, 0.20771112, -0.21981639, 0.068896145, -0.15689342, 0.026873589
1228, 1677590905, 0.9074305, 0.29103282, 0.20814875, -0.22032693, 0.12827955, -0.14575876, 0.0050697327
1229, 1677607572, 0.90726495, 0.29086873, 0.20867983, -0.22072285, 0.14551929, -0.038102236, -0.0141973505
1230, 1677624239, 0.9072114, 0.2904568, 0.2093216, -0.22087768, 0.01910413, -0.16494848, -0.008439064
1231, 1677640906, 0.90721464, 0.2899214, 0.20996171, -0.22096062, -0.10562055, -0.36316383, 0.0026416779
1232, 1677657573, 0.90722036, 0.2894829, 0.21058992, -0.22091374, -0.18516216, -0.4372691, -0.007160187
1233, 1677674240, 0.90716505, 0.28932428, 0.21115807, -0.22080693, -0.21881472, -0.30461785, 0.022583961
1234, 1677690907, 0.90704674, 0.28944096, 0.21165504, -0.22066376, -0.2802378, -0.17428315, 0.051272392
1235, 1677707574, 0.90685034, 0.28990656, 0.21201925, -0.22051033, -0.36234668, -0.20708622, 0.052817345
1236, 1677724241, 0.9066552, 0.29050854, 0.21228586, -0.22026393, -0.36993155, -0.24289803, 0.05763627
1237, 1677740908, 0.90658456, 0.29089883, 0.21259639, -0.21973926, -0.20368682, -0.26979235, 0.08425522
1238, 1677757575, 0.90663403, 0.29101488, 0.21300992, -0.21897975, 0.035170905, -0.19494136, 0.08072567
1239, 1677774242, 0.90669405, 0.29105854, 0.21359444, -0.21810177, 0.088941365, -0.1747024, 0.06803036
1240, 1677790909, 0.90675986, 0.29106018, 0.21423487, -0.21719623, 0.052653268, -0.19463928, 0.015229226
1241, 1677807576, 0.906827, 0.29105484, 0.21490572, -0.2162582, -0.02532272, -0.16149917, -0.045228004
1242, 1677824243, 0.90694475, 0.29093048, 0.21562777, -0.21521017, -0.09933661, -0.13787079, -0.048113823
1243, 1677840910, 0.90713346, 0.29063225, 0.21641448, -0.21402481, -0.12256737, -0.12168731, -0.014731408
1244, 1677857577, 0.9073348, 0.2903316, 0.2171649, -0.21281615, -0.17180127, -0.14915791, -0.012137413
1245, 1677874244, 0.9074817, 0.29025182, 0.21779028, -0.21165681, -0.17086956, -0.09217, -0.032725334
1246, 1677890911, 0.90761983, 0.29026476, 0.21828036, -0.2105391, -0.040997252, 0.06350607, -0.11991406
1247, 1677907578, 0.90785825, 0.29004773, 0.21864885, -0.20942444, 0.08192827, 0.35742733, -0.119372375
1248, 1677924245, 0.9082135, 0.2894727, 0.21905169, -0.20825562, 0.14066339, 0.5179975, -0.010966302
1249, 1677940912, 0.9086462, 0.2886524, 0.21939045, -0.20714676, 0.11127862, 0.406151, -0.038453102
1250, 1677957579, 0.9090284, 0.287934, 0.21966517, -0.2061767, 0.031390168, 0.21825054, -0.031469345
1251, 1677974246, 0.9093627, 0.28736454, 0.21986154, -0.2052859, -0.11115676, 0.0039547533, -0.0711422
1252, 1677990913, 0.90964603, 0.28697228, 0.2199943, -0.20443451, -0.10750431, 0.024596587, 0.0018339157
1253, 1678007580, 0.9099623, 0.2864806, 0.22013263, -0.20356646, 0.10461871, 0.12379504, 0.046002388
1254, 1678024247, 0.91027343, 0.2859751, 0.22024132, -0.20276698, 0.17803001, 0.23786688, -0.030961037
1255, 1678040914, 0.91050375, 0.28568012, 0.22022115, -0.2021698, 0.16194347, 0.34860143, -0.113654144
1256, 1678057581, 0.91068697, 0.28551495, 0.2200672, -0.2017453, 0.08292776, 0.39024255, -0.064712524
1257, 1678074248, 0.91092885, 0.28518218, 0.21983992, -0.2013711, -0.04268314, 0.40450493, 0.010789872
1258, 1678090915, 0.9113085, 0.28447962, 0.21959932, -0.20090878, -0.08487646, 0.23999274, -0.005901337
1259, 1678107582, 0.911796, 0.28350416, 0.21935856, -0.20033777, -0.04550114, 0.11530994, 0.044859886
1260, 1678124249, 0.9122406, 0.28265563, 0.21906723, -0.19983155, 0.07970832, -4.897006E-4, 0.032797813
1261, 1678140916, 0.91248083, 0.28237686, 0.21865885, -0.19957587, 0.14514014, -0.11069903, -0.016676903
1262, 1678157583, 0.91259336, 0.28242978, 0.21819365, -0.19949538, 0.13670528, 0.017736062, -0.062443737
1263, 1678174250, 0.91272163, 0.28242558, 0.21774277, -0.1994074, 0.10408093, 0.13411435, 0.022869112
1264, 1678190917, 0.91291595, 0.28218204, 0.21738818, -0.19924897, 0.21947035, 0.20836121, 0.15714645
1265, 1678207584, 0.9131496, 0.28176433, 0.21710896, -0.19907415, 0.18853791, 0.2024458, 0.13850403
1266, 1678224251, 0.9133185, 0.28150338, 0.21678844, -0.19901842, 0.082319625, 0.055842023, 0.0569973
1267, 1678240918, 0.9134165, 0.2814517, 0.21640041, -0.19906422, 0.060254026, 0.007766554, 0.050126076
1268, 1678257585, 0.9135325, 0.2813518, 0.21603967, -0.19906396, 0.12710485, -0.033550836, 0.1040144
1269, 1678274252, 0.91366327, 0.2812048, 0.21574587, -0.19898984, 0.090251334, -0.10433174, 0.11214257
1270, 1678290919, 0.91370463, 0.28131217, 0.21543862, -0.19898131, 0.071579486, -0.08678559, 0.04535961
1271, 1678307586, 0.9136865, 0.2816117, 0.2150648, -0.19904593, 0.08183393, 0.026039263, 0.05069828
1272, 1678324253, 0.9137215, 0.2817425, 0.21472095, -0.19907069, 0.13579406, 0.21811113, 0.1371355
1273, 1678340920, 0.9138509, 0.28159124, 0.21441971, -0.19901565, 0.12408523, 0.22244427, 0.153368
1274, 1678357587, 0.91398835, 0.28140238, 0.2141165, -0.19897804, 0.044729665, 0.045770776, 0.059165955
1275, 1678374254, 0.9140781, 0.2813788, 0.21376006, -0.19898161, 0.027574962, -0.044926737, -0.027872086
1276, 1678390921, 0.9141543, 0.28140748, 0.21340746, -0.1989696, 0.10644284, -0.0061106384, -0.018183708
1277, 1678407588, 0.91425145, 0.2813402, 0.21312624, -0.1989204, 0.19648033, -0.008741461, 0.0127334595
1278, 1678424255, 0.9143588, 0.28121263, 0.21287714, -0.19887385, 0.16292235, -0.10304424, 0.02456379
1279, 1678440922, 0.9144145, 0.2812146, 0.21262233, -0.19888768, 0.087037966, -0.097940296, 0.11314298
1280, 1678457589, 0.91440463, 0.28138143, 0.21235305, -0.1989848, 0.046350278, 0.058781244, 0.14934826
1281, 1678474256, 0.9143958, 0.28151414, 0.21210875, -0.19909793, 0.07495639, 0.1339036, 0.08687878
1282, 1678490923, 0.9144327, 0.2815247, 0.21187557, -0.19916174, 0.06370917, 0.12134385, 0.031564716
1283, 1678507590, 0.9145122, 0.28143093, 0.21164303, -0.19917673, 0.041404262, 0.07274422, 0.03467846
1284, 1678524257, 0.9146298, 0.28123054, 0.21141523, -0.19916132, 0.1401421, 0.06404766, 0.11407376
1285, 1678540924, 0.9147568, 0.28097525, 0.21122402, -0.1991415, 0.15531373, -0.053267222, 0.18247318
1286, 1678557591, 0.91483915, 0.28083453, 0.21106409, -0.19913122, 0.13664152, -0.16885224, 0.09642601
1287, 1678574258, 0.91489315, 0.28078386, 0.21096224, -0.19906282, 0.13892719, -0.18890479, 0.08864784
1288, 1678590925, 0.91495854, 0.28071117, 0.21093489, -0.19889367, 0.19580191, -0.11045292, 0.14027691
1289, 1678607592, 0.9150264, 0.28061363, 0.21097511, -0.1986762, 0.1919434, -0.09080179, 0.18544579
1290, 1678624259, 0.9150274, 0.28072438, 0.21100093, -0.19848803, 0.09554565, -0.087677, 0.1283865
1291, 1678640926, 0.91498697, 0.28100792, 0.21097325, -0.1983023, 0.0072864564, 0.004819235, 0.06433201
1292, 1678657593, 0.91498774, 0.281211, 0.21091926, -0.1980685, 0.046659842, 0.061199963, -0.004211426
1293, 1678674260, 0.9150562, 0.2812315, 0.21086434, -0.19778022, 0.16399631, 0.10711908, 0.0076017384
1294, 1678690927, 0.9151646, 0.28111947, 0.21085303, -0.19745058, 0.22889262, 0.13428108, 0.07645702
1295, 1678707594, 0.91527474, 0.28095886, 0.21089827, -0.1971196, 0.1745999, 0.07049502, 0.09564972
1296, 1678724261, 0.91535866, 0.28087103, 0.21093473, -0.19681609, 0.04336171, -0.095187694, 0.006611824
1297, 1678740928, 0.91541517, 0.28091377, 0.21092486, -0.19650257, -0.027663566, -0.18356986, -0.0490942
1298, 1678757595, 0.9154941, 0.28093114, 0.21091452, -0.19612077, 0.09478381, -0.071497016, -0.030035019
1299, 1678774262, 0.91560924, 0.28084275, 0.21093643, -0.19568634, 0.1911182, 0.10223092, 0.061058998
1300, 1678790929, 0.91570544, 0.28078046, 0.21095586, -0.1953038, 0.18064447, 0.04595759, 1.8310548E-4
1301, 1678807596, 0.9157597, 0.28082392, 0.21092959, -0.19501531, 0.020182354, 0.052987676, -0.062867165
1302, 1678824263, 0.9158599, 0.28075334, 0.21088344, -0.19469559, 0.024889957, 0.13255881, 0.01434517
1303, 1678840930, 0.9160222, 0.28047186, 0.21085949, -0.19436392, 0.10074504, 0.20824814, 0.13184549
1304, 1678857597, 0.91619563, 0.28012365, 0.21084325, -0.19406626, 0.09862496, 0.12654884, 0.0922289
1305, 1678874264, 0.916353, 0.27981633, 0.21080157, -0.19381183, 0.07318486, 0.02707475, 0.025554657
1306, 1678890931, 0.9164756, 0.2796079, 0.21073839, -0.1936009, 0.12122615, 0.0026013963, 0.023778915
1307, 1678907598, 0.9165663, 0.27946168, 0.21069211, -0.19343293, 0.18962145, -0.0026189536, -9.822845E-4
1308, 1678924265, 0.9166647, 0.27926368, 0.21069467, -0.19324997, 0.16713446, 0.0046035945, 0.014151573
1309, 1678940932, 0.91677713, 0.27899966, 0.21074425, -0.19304365, 0.13807015, -0.04696811, 0.058559418
1310, 1678957599, 0.9168156, 0.2789195, 0.21080744, -0.19290766, 0.18367043, -0.018382944, 0.06793594
1311, 1678974266, 0.9167731, 0.27903658, 0.21086167, -0.19288117, 0.2675341, 0.106431745, 0.06793785
1312, 1678990933, 0.9167013, 0.27919364, 0.21091086, -0.19294146, 0.23943438, 0.17728171, 0.06942749
1313, 1679007600, 0.91662186, 0.27934486, 0.21091981, -0.19309014, 0.15055296, 0.20314822, 0.057222366
1314, 1679024267, 0.91657394, 0.2794298, 0.2107993, -0.19332647, 0.17018789, 0.23701116, 0.015170098
1315, 1679040934, 0.9166234, 0.27927026, 0.21058288, -0.19355756, 0.34644967, 0.17831007, -0.13916111
1316, 1679057601, 0.916726, 0.27891636, 0.21040699, -0.19377327, 0.5490721, 0.11235808, -0.23238756
1317, 1679074268, 0.91686213, 0.27841076, 0.21025921, -0.19401646, 0.459257, 0.0755105, -0.12951374
1318, 1679090935, 0.9169901, 0.2779037, 0.21011178, -0.19429836, 0.4324392, -0.19283529, -0.1739397
1319, 1679107602, 0.91704905, 0.27755842, 0.21003199, -0.19459975, 0.43338928, -0.29230672, -0.2091589
1320, 1679124269, 0.9170444, 0.27733135, 0.21004903, -0.1949265, 0.46834326, -0.13127121, -0.18451595
1321, 1679140936, 0.9169862, 0.2771546, 0.21017222, -0.19531891, 0.43023357, -0.047557145, -0.14979458
1322, 1679157603, 0.9167955, 0.27731985, 0.21026382, -0.19588077, 0.27254796, -0.27687094, -0.21888067
1323, 1679174270, 0.9164153, 0.27800786, 0.2102511, -0.19669631, 0.29297826, -0.30100867, -0.1705904
1324, 1679190937, 0.9159795, 0.27885735, 0.21025005, -0.19752279, 0.56485915, -0.13589916, -0.17538357
1325, 1679207604, 0.91559696, 0.27945346, 0.21035077, -0.19834459, 0.7285906, -0.09694132, -0.18368532
1326, 1679224271, 0.91534716, 0.27956417, 0.21073225, -0.19893548, 0.50429773, -0.20049694, -0.11152459
1327, 1679240938, 0.91527724, 0.2792005, 0.21127248, -0.19919509, 0.4378264, -0.33331928, -0.22085285
1328, 1679257605, 0.9153348, 0.27845222, 0.21197416, -0.19923246, 0.24024276, -0.42952853, -0.2160368
1329, 1679274272, 0.91528785, 0.27789888, 0.21307114, -0.19905159, -0.42486945, -0.46784818, -0.04608059
1330, 1679290939, 0.9150797, 0.2779454, 0.21421146, -0.19871852, -0.8464418, -0.22327033, 0.011616707
1331, 1679307606, 0.91492134, 0.278111, 0.21530664, -0.1980313, -1.0028832, 0.03707391, 0.04018593
1332, 1679324273, 0.9148518, 0.27814576, 0.21630947, -0.19720921, -1.2130767, 0.14385891, 0.04596138
1333, 1679340940, 0.91488427, 0.27808276, 0.21710989, -0.19626549, -1.5297935, 0.20632982, 0.33055878
1334, 1679357607, 0.915066, 0.27776358, 0.21782745, -0.19507164, -2.1463656, 0.41882956, 1.0887556
1335, 1679374274, 0.9155029, 0.27693102, 0.21836367, -0.19359994, -3.1000664, 0.7310089, 1.9627542
1336, 1679390941, 0.9161099, 0.2759064, 0.21866113, -0.19184858, -3.8819895, 1.4080175, 2.479888
1337, 1679407608, 0.91656226, 0.2760438, 0.21804157, -0.19018814, -6.012779, 2.0696497, 3.1765645
1338, 1679424275, 0.91673446, 0.27824575, 0.21567638, -0.18884158, -6.517357, 3.1639023, 2.8180456
1339, 1679440942, 0.9170796, 0.28153238, 0.2117034, -0.18677866, -7.5469584, 5.4702997, 3.2501564
1340, 1679457609, 0.91801155, 0.2843386, 0.20605744, -0.1842469, -10.695415, 7.221513, 4.0196733
1341, 1679474276, 0.9202308, 0.28409126, 0.19845118, -0.18189189, -11.710333, 6.1354713, 2.5543318
1342, 1679490943, 0.9222479, 0.28388375, 0.18906131, -0.18200213, -10.767192, 5.3045588, 0.64079
1343, 1679507610, 0.9253472, 0.28058684, 0.17747837, -0.18304348, -7.579444, 5.4968014, -0.34554005
1344, 1679524277, 0.92936003, 0.27463055, 0.16398568, -0.18432814, -4.3894954, 3.875982, -1.8697023
1345, 1679540944, 0.9349265, 0.26409703, 0.14887539, -0.18439478, -1.0172312, 2.2136693, -3.3483937
1346, 1679557611, 0.9424004, 0.24793099, 0.13134041, -0.18210304, 2.0054417, 0.15650874, -4.163494
1347, 1679574278, 0.9503603, 0.22804876, 0.113521576, -0.17866725, 5.0851903, -3.1631932, -4.7732124
1348, 1679590945, 0.9586445, 0.20588073, 0.09425604, -0.17242315, 8.480467, -5.6692414, -4.4450293
1349, 1679607612, 0.96763474, 0.17977218, 0.07330909, -0.1612168, 11.498644, -9.492997, -4.003109
1350, 1679624279, 0.9747491, 0.15567681, 0.052118465, -0.1513693, 13.162492, -10.422581, -3.1190853
1351, 1679640946, 0.98036635, 0.1354101, 0.030810498, -0.13998908, 13.090786, -9.935059, -2.1663122
1352, 1679657613, 0.9840464, 0.12462929, 0.0101289, -0.12656188, 12.226625, -10.609486, -1.6135454
1353, 1679674280, 0.9851483, 0.12384206, -0.0077578947, -0.11868465, 10.654384, -4.769822, -1.220627
1354, 1679690947, 0.9850259, 0.1287351, -0.022536416, -0.112445444, 8.864603, -3.1149356, -0.87099934
1355, 1679707614, 0.98472154, 0.13202791, -0.03362133, -0.10845229, 8.088805, 0.8726301, -0.69669634
1356, 1679724281, 0.9842589, 0.1346846, -0.04018023, -0.10714534, 6.3539724, 2.078681, 0.48912334
1357, 1679740948, 0.9838943, 0.13487938, -0.04245013, -0.10935059, 4.0298524, 2.610023, 1.5297403
1358, 1679757615, 0.98333764, 0.13450846, -0.040827084, -0.11527243, 1.8536414, 2.1782768, 2.266821
1359, 1679774282, 0.98222005, 0.13555121, -0.03617826, -0.124743134, -0.27457365, 1.0266582, 2.5018797
1360, 1679790949, 0.9797223, 0.14368433, -0.031146321, -0.13612121, -7.841184, -3.3536558, 2.5692444
1361, 1679807616, 0.9767679, 0.15878311, -0.028404333, -0.14108795, -12.569616, 1.061183, 2.9559643
1362, 1679824283, 0.9745302, 0.17224264, -0.027434513, -0.1409643, -4.4891386, 6.065692, 3.583497
1363, 1679840950, 0.9736817, 0.1777687, -0.02636414, -0.1401686, -1.3765926, 11.699982, 4.05359
1364, 1679857617, 0.97467667, 0.17144683, -0.024276935, -0.14150071, -2.0917428, 8.350357, 3.6775322
1365, 1679874284, 0.9754722, 0.16388524, -0.02166906, -0.14534917, -4.77585, 3.341237, 3.6440203
1366, 1679890951, 0.97512937, 0.16113172, -0.018963233, -0.15099594, -5.010092, 0.6350515, 3.3690436
1367, 1679907618, 0.9736051, 0.16387025, -0.014783144, -0.15818167, -3.643817, -0.7457086, 2.7391138
1368, 1679924285, 0.9712748, 0.17001931, -0.00792782, -0.16630101, -2.2633848, -1.5437359, 1.7621918
1369, 1679940952, 0.9688364, 0.17646556, 0.0024001896, -0.17381153, 0.11330414, -1.9864875, 0.40829945
1370, 1679957619, 0.9656935, 0.18661144, 0.015296109, -0.17994091, 2.2850251, -4.4170666, -0.14883041
1371, 1679974286, 0.96261764, 0.19718644, 0.030709311, -0.18314508, 6.166279, -4.2716312, -1.6843578
1372, 1679990953, 0.95968497, 0.20745477, 0.048292257, -0.18339956, 10.220789, -6.0679674, -2.9258382
1373, 1680007620, 0.9569086, 0.21659197, 0.06760229, -0.18122938, 12.238957, -6.3452096, -3.4590058
1374, 1680024287, 0.95455945, 0.22375812, 0.088010624, -0.17607632, 12.748178, -5.5836124, -4.191327
1375, 1680040954, 0.9521178, 0.230379, 0.108262286, -0.16934204, 11.431095, -5.8135, -4.562195
