PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
542, 1666157343, 0.9014931, 0.33032462, 0.1695348, -0.2223823, -0.015541598, 0.11455653, 0.014455796
543, 1666174010, 0.901474, 0.33034945, 0.16962172, -0.22235659, 0.0034677684, 0.15206015, 0.030151367
544, 1666190677, 0.90150225, 0.33024606, 0.16975781, -0.2222918, 0.05285658, 0.13841064, 0.016557693
545, 1666207344, 0.90159345, 0.32997847, 0.16993397, -0.22218478, 0.03170977, 0.037840366, 0.025862694
546, 1666224011, 0.90169084, 0.32970268, 0.17012537, -0.2220524, 0.024825914, -0.021185124, 0.04400921
547, 1666240678, 0.9017556, 0.32952937, 0.17031255, -0.22190326, 0.009782407, -0.09837055, -0.029001238
548, 1666257345, 0.9017619, 0.32952294, 0.17045507, -0.22177765, 0.022821039, -0.010024566, -0.004712105
549, 1666274012, 0.90174127, 0.32957202, 0.1705935, -0.2216818, 0.0828315, 0.18617657, 0.030500416
550, 1666290679, 0.9017316, 0.32958293, 0.17071751, -0.22160983, 0.030411415, 0.27429944, 0.026114464
551, 1666307346, 0.9017309, 0.32958275, 0.17080025, -0.22154903, -0.055070326, 0.23217124, 0.019932747
552, 1666324013, 0.90174305, 0.32954553, 0.17083377, -0.22152904, -0.07007441, 0.20958802, 0.0355196
553, 1666340680, 0.9017936, 0.32941258, 0.17085063, -0.22150806, 0.013463534, 0.14673522, 0.05978012
554, 1666357347, 0.90185153, 0.32922277, 0.17089875, -0.2215172, 0.06512275, 0.16824684, 0.04097557
555, 1666374014, 0.9018707, 0.32910514, 0.17095204, -0.22157255, 0.021210048, 0.092894435, 0.026480675
556, 1666390681, 0.9018519, 0.3290783, 0.17098767, -0.22166145, -0.037074655, 0.036986116, 0.011526108
557, 1666407348, 0.9018554, 0.3289969, 0.17102435, -0.22174025, -0.010755684, 0.09623454, 6.322861E-4
558, 1666424015, 0.90191245, 0.32879883, 0.17106532, -0.22177032, 0.07056764, 0.09649686, 0.040797234
559, 1666440682, 0.9019973, 0.328523, 0.17112611, -0.2217868, 0.13003755, 0.07006653, 0.10090637
560, 1666457349, 0.902068, 0.32827577, 0.17120904, -0.22180137, 0.101852804, -0.024668481, 0.121973045
561, 1666474016, 0.9020709, 0.3281968, 0.17130426, -0.22183308, 0.019587288, -0.071238115, 0.069026954
562, 1666490683, 0.9020156, 0.32827592, 0.17141214, -0.22185746, 0.016226195, 0.004024929, 0.0634842
563, 1666507350, 0.901952, 0.3283602, 0.17152372, -0.2219055, 0.03764375, 0.09522727, 0.05817223
564, 1666524017, 0.901922, 0.32837293, 0.17163998, -0.22191817, 0.025432855, 0.061564237, 0.045887947
565, 1666540684, 0.9019027, 0.3283685, 0.17174074, -0.2219252, 0.042741712, 0.091437235, 0.08968353
566, 1666557351, 0.9018619, 0.32841954, 0.17182344, -0.22195151, 0.049726836, 0.10972251, 0.110651016
567, 1666574018, 0.90180224, 0.32850316, 0.1719127, -0.22200099, 0.052639514, 0.12092717, 0.10601425
568, 1666590685, 0.9017652, 0.32850695, 0.17204398, -0.22204417, 0.036385357, 0.15926923, 0.07185173
569, 1666607352, 0.90174484, 0.32847944, 0.17217022, -0.22206995, 0.010438835, 0.064999, -0.022696497
570, 1666624019, 0.90171564, 0.3284822, 0.17228058, -0.22209921, -0.0015942566, 0.056637533, -0.032549858
571, 1666640686, 0.9016813, 0.32848668, 0.17238887, -0.22214782, 0.061348, 0.15900524, 0.009903908
572, 1666657353, 0.90165234, 0.32842827, 0.17250295, -0.22226322, 0.08892709, 0.15025817, -0.0033721926
573, 1666674020, 0.9016686, 0.3282537, 0.17263484, -0.22235256, 0.00964357, 0.11881147, -0.04331112
574, 1666690687, 0.901724, 0.3280044, 0.17274006, -0.22241458, -0.05783779, 0.05284578, -0.07529259
575, 1666707354, 0.90178823, 0.32776207, 0.1728192, -0.22244987, -0.02855905, 0.09755288, -0.023260118
576, 1666724021, 0.901855, 0.32750893, 0.1728915, -0.22249502, -4.5889616E-4, 0.098279655, -0.003419876
577, 1666740688, 0.9018948, 0.32730561, 0.17296223, -0.22257757, 0.049750883, 0.104811415, 0.056427956
578, 1666757355, 0.90187645, 0.3272125, 0.17302877, -0.22273743, 0.040374916, 0.08221409, 0.06612587
579, 1666774022, 0.9018135, 0.3272413, 0.17308342, -0.22290784, 0.014971683, 0.058716204, 0.040177345
580, 1666790689, 0.9017784, 0.32719478, 0.17317107, -0.22304967, 0.010305531, 0.0961536, 0.038698196
581, 1666807356, 0.90177965, 0.32705387, 0.17327762, -0.22316891, 0.053894486, 0.12146208, 0.048083305
582, 1666824023, 0.901809, 0.3268339, 0.17338803, -0.22328657, 0.0016769543, 0.11558321, 0.028299332
583, 1666840690, 0.9018905, 0.3264906, 0.17351176, -0.22336295, -0.029771343, 0.10169864, 0.05692387
584, 1666857357, 0.90198916, 0.32612738, 0.17360407, -0.2234236, -0.07268175, 0.032165147, 0.05172348
585, 1666874024, 0.90204716, 0.3258558, 0.17366609, -0.22353739, -0.035709683, 0.031409685, 0.07079506
586, 1666890691, 0.9020577, 0.32569835, 0.17371851, -0.2236838, -0.008559546, 0.024524983, 0.06296444
587, 1666907358, 0.90206623, 0.32554054, 0.17379653, -0.22381866, -0.028731206, 0.031865574, 0.061835293
588, 1666924025, 0.9020673, 0.32540256, 0.17390059, -0.22393394, -0.057918705, 0.017262725, 0.07002449
589, 1666940692, 0.9020853, 0.32523268, 0.17400141, -0.22403005, -0.01392534, 0.07295543, 0.063079834
590, 1666957359, 0.9021213, 0.3250222, 0.17409728, -0.22411582, -0.06364645, 0.046883896, 0.035310745
591, 1666974026, 0.902151, 0.32485294, 0.174162, -0.22419128, -0.114540115, 0.05532691, 0.031772614
592, 1666990693, 0.9021751, 0.3247258, 0.17417327, -0.22426957, -0.060755894, 0.078093804, 0.03840351
593, 1667007360, 0.90217507, 0.32466877, 0.1741222, -0.22439235, -0.028246826, 0.06950028, 0.062503815
594, 1667024027, 0.90217936, 0.32460392, 0.1740604, -0.22451693, -0.024600776, 0.06934809, 0.09806442
595, 1667040694, 0.90221286, 0.32447308, 0.17401373, -0.22460723, -0.01202553, 0.029292384, 0.09504509
596, 1667057361, 0.9022893, 0.32421455, 0.17407398, -0.22462738, 0.08067308, 0.056116577, 0.12408829
597, 1667074028, 0.90235704, 0.32395074, 0.17418262, -0.2246513, 0.083858974, 0.0024787635, 0.07749748
598, 1667090695, 0.90231574, 0.32393622, 0.17429021, -0.22475457, -0.0033084173, -0.062225506, 0.026032448
599, 1667107362, 0.90219545, 0.32414237, 0.17432165, -0.22491586, -0.055733692, -0.048784237, 0.056084633
600, 1667124029, 0.90210485, 0.32428774, 0.1743539, -0.2250447, -0.048213575, 0.030489348, 0.065784454
601, 1667140696, 0.9020939, 0.3242606, 0.17441484, -0.22508067, -0.007039953, 0.0608464, 0.08287811
602, 1667157363, 0.9021252, 0.32411605, 0.17451394, -0.2250871, 0.016769681, 0.12911773, 0.14795971
603, 1667174030, 0.90218645, 0.32386354, 0.17466347, -0.22508854, 0.026759248, 0.124610536, 0.15775204
604, 1667190697, 0.9022564, 0.3235743, 0.17483431, -0.22509149, -0.0656715, 0.025373971, 0.1024294
605, 1667207364, 0.902308, 0.32335764, 0.17500654, -0.22506255, -0.085398234, -0.091370456, 0.07508373
606, 1667224031, 0.90232193, 0.32324737, 0.17516652, -0.22504023, 0.022569012, -0.13519952, 0.11527443
607, 1667240698, 0.9022964, 0.32323986, 0.1753391, -0.22501928, 0.10223515, -0.14669766, 0.12239933
608, 1667257365, 0.90221184, 0.32338077, 0.17551875, -0.22501552, 0.13224524, -0.108558565, 0.10040188
609, 1667274032, 0.9020804, 0.3236384, 0.1757189, -0.22501549, 0.13607484, -0.013520725, 0.10383511
610, 1667290699, 0.9019044, 0.32400694, 0.17589258, -0.22505498, 0.1088108, 0.072072856, 0.086725235
611, 1667307366, 0.9016781, 0.3245066, 0.17601407, -0.22514763, 0.077834725, 0.17521644, 0.08358097
612, 1667324033, 0.90140724, 0.32510793, 0.1760846, -0.22530884, 0.020167045, 0.18421583, 0.1120863
613, 1667340700, 0.9011406, 0.32568672, 0.17616545, -0.22547671, 0.061458893, 0.24279344, 0.12290096
614, 1667357367, 0.9009054, 0.32615834, 0.17626737, -0.2256557, 0.07650642, 0.23035194, 0.07781887
615, 1667374034, 0.90066224, 0.32662243, 0.17638865, -0.22585928, 0.015768938, 0.16392282, 0.044243813
616, 1667390701, 0.90038115, 0.3271692, 0.17647824, -0.2261191, -0.009059731, 0.112923875, -0.029815676
617, 1667407368, 0.9000832, 0.32776162, 0.17655484, -0.22638717, 0.03938621, 0.15003747, -0.033903122
618, 1667424035, 0.8998028, 0.3282917, 0.17664352, -0.22666398, 0.04098048, 0.19109938, -0.06933975
619, 1667440702, 0.89960015, 0.32863018, 0.17675792, -0.22688928, 0.0052954033, 0.24169654, -0.04440689
620, 1667457369, 0.89946985, 0.3287871, 0.17689836, -0.22706899, -0.020788625, 0.21924013, -0.03683949
621, 1667474036, 0.89939284, 0.32879782, 0.17703696, -0.22725019, -0.01855088, 0.19483143, -0.016493797
622, 1667490703, 0.89936787, 0.3286832, 0.1771835, -0.22740093, -0.044241536, 0.16181871, -0.032881737
623, 1667507370, 0.8993943, 0.32844892, 0.17733231, -0.22751841, -0.09179077, 0.13018732, -0.037919044
624, 1667524037, 0.8994337, 0.32818782, 0.17748122, -0.22762299, -0.066631325, 0.11421935, -0.05245495
625, 1667540704, 0.89945173, 0.32796875, 0.17762685, -0.22775388, -0.008714862, 0.10550483, -0.007273674
626, 1667557371, 0.8994509, 0.32779795, 0.17779256, -0.22787368, -0.025113048, 0.021289775, -0.0062112813
627, 1667574038, 0.8994343, 0.32768983, 0.17792042, -0.22799498, -0.025220912, -0.011615026, -0.012080193
628, 1667590705, 0.8994225, 0.3275648, 0.17806841, -0.22810584, 0.0017109299, 0.018419735, 0.044587135
629, 1667607372, 0.8994563, 0.32732996, 0.17825122, -0.22816703, 0.016295213, 0.051153637, 0.07095814
630, 1667624039, 0.8995389, 0.3269851, 0.17847106, -0.2281644, -0.061624162, 0.056566287, 0.073843956
631, 1667640706, 0.89962924, 0.32663316, 0.17869893, -0.22813365, -0.097975045, -0.030148424, 0.022929192
632, 1667657373, 0.8996842, 0.3264097, 0.17888345, -0.2280922, -0.13638985, -0.01920221, 0.013085367
633, 1667674040, 0.8997004, 0.32630104, 0.17903554, -0.228064, -0.04182273, 0.104310535, 0.06552792
634, 1667690707, 0.8997333, 0.3261416, 0.17918739, -0.22804308, 0.017100647, 0.14118154, 0.11071777
635, 1667707374, 0.8997937, 0.325916, 0.17935564, -0.22799528, -0.037257686, 0.08759943, 0.080337524
636, 1667724041, 0.8998585, 0.32570338, 0.17949551, -0.22793329, -0.079446085, 0.016815223, 0.04617119
637, 1667740708, 0.89992476, 0.32550713, 0.17963043, -0.22784564, -0.035356097, 0.0039631817, 0.030097961
638, 1667757375, 0.8999943, 0.32531464, 0.17977463, -0.22773176, -0.008708471, -0.04430913, 0.018528938
639, 1667774042, 0.9000412, 0.3251807, 0.1799356, -0.22761026, 0.04080382, -0.02659819, 0.047911644
640, 1667790709, 0.9001043, 0.32500306, 0.18013254, -0.22745898, 0.050602272, -0.039774682, 0.07862282
641, 1667807376, 0.9001633, 0.3248181, 0.18036102, -0.22730869, 0.03228287, -0.035399478, 0.08183384
642, 1667824043, 0.90021527, 0.32465, 0.18059471, -0.22715762, 0.03452953, 0.05037591, 0.08658981
643, 1667840710, 0.90026796, 0.32446828, 0.18083912, -0.22701341, 0.009494003, 0.09906724, 0.07300186
644, 1667857377, 0.9003172, 0.3243017, 0.18108323, -0.22686177, -0.104233325, 0.07667161, 0.025915146
645, 1667874044, 0.900331, 0.32424644, 0.18126146, -0.22674403, -0.123040944, 0.066169664, 0.009572983
646, 1667890711, 0.9003679, 0.32414857, 0.1814289, -0.22660306, -0.03181073, 0.096466884, 0.08855724
647, 1667907378, 0.9004647, 0.3238879, 0.18166092, -0.22640502, 0.026881067, 0.06583822, 0.12134361
648, 1667924045, 0.90056825, 0.32361025, 0.1818983, -0.22619995, 0.008831131, 0.014342856, 0.06348705
649, 1667940712, 0.9006344, 0.3234528, 0.18208174, -0.22601423, 0.00309982, -0.012864679, 0.043595318
650, 1667957379, 0.9006699, 0.32338202, 0.18222734, -0.22585702, 0.013544936, 0.0755119, 0.06931591
651, 1667974046, 0.9007174, 0.32328814, 0.1823642, -0.22569108, -0.016480755, 0.111159034, 0.07330418
652, 1667990713, 0.9007795, 0.32317597, 0.18248504, -0.22550619, -0.051546402, 0.142425, 0.08511353
653, 1668007380, 0.9008211, 0.32314783, 0.18255466, -0.22532406, -0.036819797, 0.0921516, 0.035121918
654, 1668024047, 0.90083826, 0.3232042, 0.1825766, -0.22515643, 0.04145188, 0.06916846, 0.058143616
655, 1668040714, 0.9008417, 0.32327282, 0.1826391, -0.2249937, 0.1288991, 0.056727737, 0.07739639
656, 1668057381, 0.9008341, 0.3233286, 0.18276012, -0.22484532, 0.1708818, 0.08514616, 0.110931404
657, 1668074048, 0.9008266, 0.32333946, 0.18292773, -0.2247237, 0.09673488, 0.053077947, 0.109972954
658, 1668090715, 0.90080047, 0.3234055, 0.18310213, -0.22459146, 0.023509035, 0.058110073, 0.077038765
659, 1668107382, 0.90074706, 0.32353967, 0.18325382, -0.2244885, 0.03638185, 0.12226645, 0.04491425
660, 1668124049, 0.90066576, 0.32372573, 0.18337967, -0.22444361, 0.09820676, 0.16360283, 0.007041931
661, 1668140716, 0.90059155, 0.32388455, 0.18350494, -0.22440997, 0.05288905, 0.2269515, -0.021448135
662, 1668157383, 0.9005424, 0.32396492, 0.18361656, -0.22439963, -0.023738265, 0.20256756, -0.0041093826
663, 1668174050, 0.9005259, 0.3239773, 0.18370593, -0.22437465, -0.023772947, 0.20500942, 0.010328293
664, 1668190717, 0.9005506, 0.32389942, 0.18376832, -0.22433674, -0.012174092, 0.14685918, 0.042232517
665, 1668207384, 0.90058184, 0.32381645, 0.18381351, -0.22429451, -0.0018892065, 0.12839025, 0.0661974
666, 1668224051, 0.90061986, 0.32370576, 0.18387355, -0.22425252, 0.031190678, 0.16023523, 0.086131096
667, 1668240718, 0.9006406, 0.3236, 0.18397579, -0.2242375, 0.057155468, 0.18587764, 0.16165161
668, 1668257385, 0.9006362, 0.3235251, 0.18409012, -0.22426933, 0.033985347, 0.15898433, 0.10471917
669, 1668274052, 0.9006369, 0.32342798, 0.18419078, -0.22432402, -0.032236755, 0.14072314, 0.08260155
670, 1668290719, 0.9006643, 0.32328856, 0.18430543, -0.22432098, -0.01723387, 0.15642011, 0.11824418
671, 1668307386, 0.90069956, 0.32310015, 0.18443802, -0.22434214, 0.020664752, 0.1957731, 0.09482002
672, 1668324053, 0.9007187, 0.3229404, 0.18456215, -0.22439292, 0.08974877, 0.09335919, 0.042570114
673, 1668340720, 0.9007013, 0.32285812, 0.1846675, -0.22449464, 0.147133, 0.040082313, 0.03247738
674, 1668357387, 0.9006057, 0.32293206, 0.18477653, -0.22468203, 0.18081602, 0.06414793, 0.10263252
675, 1668374054, 0.9004564, 0.32308924, 0.18493043, -0.22492719, 0.26061657, -0.005036369, 0.105592735
676, 1668390721, 0.9002526, 0.32334262, 0.18515646, -0.22519335, 0.274091, -0.12046151, 0.013892174
677, 1668407388, 0.9000069, 0.32367474, 0.18544273, -0.22546282, 0.11688601, -0.0152567215, 0.03623581
678, 1668424055, 0.8997452, 0.3240192, 0.18577224, -0.22574073, -0.1047467, 0.20085523, 0.115317345
679, 1668440722, 0.8994615, 0.3244055, 0.18606284, -0.22607672, -0.22246143, 0.40075785, 0.116631515
680, 1668457389, 0.89916116, 0.32485205, 0.18618044, -0.22653335, -0.2937502, 0.54150397, 0.09484482
681, 1668474056, 0.89890206, 0.3252108, 0.1861201, -0.22709608, -0.27658582, 0.5902868, 0.011470795
682, 1668490723, 0.8987458, 0.3253271, 0.18595973, -0.2276786, -0.2097625, 0.63682747, -0.047958374
683, 1668507390, 0.8986614, 0.32528058, 0.18567033, -0.22831362, -0.21117003, 0.5342819, -0.119454384
684, 1668524057, 0.8986249, 0.3251722, 0.18518284, -0.2290062, -0.14309426, 0.25812066, -0.15272617
685, 1668540724, 0.89865994, 0.3249212, 0.18460612, -0.22968987, 0.015121607, -0.06420808, -0.066833496
686, 1668557391, 0.8987316, 0.32461885, 0.18405682, -0.23027673, 0.17161453, -0.34246233, -0.05625725
687, 1668574058, 0.89878136, 0.32436785, 0.18359184, -0.230807, 0.30257672, -0.37686145, -0.008031845
688, 1668590725, 0.89874256, 0.3242962, 0.18320118, -0.23136786, 0.38344413, -0.27589113, 0.063165665
689, 1668607392, 0.8985594, 0.32448804, 0.18289396, -0.23205256, 0.45024222, -0.12419459, 0.13988495
690, 1668624059, 0.8983057, 0.32473648, 0.18269658, -0.23284101, 0.36370522, 0.0378384, 0.25764847
691, 1668640726, 0.8980379, 0.3249172, 0.18260422, -0.23369294, 0.2449952, 0.1532895, 0.28874493
692, 1668657393, 0.8977763, 0.32504076, 0.18255931, -0.23455995, 0.14878856, 0.19210741, 0.18456268
693, 1668674060, 0.8975021, 0.32514796, 0.18252885, -0.23548287, 0.077235974, 0.109383516, 0.07745266
694, 1668690727, 0.8972229, 0.32530627, 0.18249749, -0.23635083, -0.060658947, -0.056250863, -0.088959694
695, 1668707394, 0.89693487, 0.3255542, 0.18242757, -0.23715529, -0.19534715, -0.102481574, -0.20254993
696, 1668724061, 0.896657, 0.32588482, 0.18225142, -0.2378864, -0.30692363, -0.061636984, -0.24763967
697, 1668740728, 0.89637816, 0.32632262, 0.18192731, -0.23858422, -0.26963317, 0.03883768, -0.14947033
698, 1668757395, 0.89612174, 0.32674977, 0.18149656, -0.23928967, -0.09550357, 0.19907485, -0.032007217
699, 1668774062, 0.8959865, 0.3268625, 0.18107787, -0.2399587, 0.029846251, 0.32428634, 0.028924944
700, 1668790729, 0.89597905, 0.32662544, 0.18073253, -0.24056926, 0.10223337, 0.2594984, -0.028689384
701, 1668807396, 0.8959831, 0.3263376, 0.18042845, -0.24117172, 0.13060525, 0.19671318, -0.039919853
702, 1668824063, 0.8959588, 0.3260714, 0.18019342, -0.24179727, 0.09718604, 0.108045205, -0.004170418
703, 1668840730, 0.8958964, 0.32587203, 0.18001598, -0.24242827, 0.06948862, -0.0021238402, 4.6348572E-4
704, 1668857397, 0.89578414, 0.32578355, 0.17985621, -0.2430796, 0.008638017, -0.10355384, -0.0605278
705, 1668874064, 0.8956419, 0.32579508, 0.17967048, -0.24372476, -0.047903527, -0.063480176, -0.0934639
706, 1668890731, 0.89555466, 0.32571393, 0.17948371, -0.24429047, -0.062512904, 0.06283932, -0.08826733
707, 1668907398, 0.89556646, 0.32543072, 0.17931804, -0.24474621, -0.084156215, 0.05025555, -0.059191704
708, 1668924065, 0.8956516, 0.3250382, 0.17914413, -0.24508363, -0.19376418, -0.019193225, -0.014408112
709, 1668940732, 0.89577717, 0.3246463, 0.17891121, -0.24531388, -0.22150703, -0.07957235, -0.016472816
710, 1668957399, 0.8959594, 0.32422835, 0.17860919, -0.24542144, -0.20260204, -0.07871471, 0.018418312
711, 1668974066, 0.8961837, 0.32378173, 0.17829773, -0.24541831, -0.22090574, -0.120647445, 0.017123222
712, 1668990733, 0.8964506, 0.32329932, 0.17801565, -0.24528459, -0.17917913, -0.081033826, 0.12024307
713, 1669007400, 0.89676285, 0.32273662, 0.17779407, -0.24504516, -0.1419967, -0.12800017, 0.19998266
714, 1669024067, 0.89709353, 0.32215166, 0.17764178, -0.24471426, -0.10430432, -0.20355627, 0.19405651
715, 1669040734, 0.89742696, 0.3215915, 0.17754686, -0.24429697, -0.056300335, -0.27227345, 0.17907621
716, 1669057401, 0.8977089, 0.32118714, 0.17748924, -0.24383405, -0.04888071, -0.3014124, 0.09690953
717, 1669074068, 0.8978977, 0.3210404, 0.17743336, -0.24337256, -0.026339374, -0.27480924, 0.052734375
718, 1669090735, 0.89802873, 0.32106474, 0.17739773, -0.2428827, 0.062113456, -0.22189409, 0.056022648
719, 1669107402, 0.8981587, 0.32113037, 0.17737356, -0.24233273, 0.09236892, -0.14795427, -0.0043859486
720, 1669124069, 0.89833057, 0.32109162, 0.17741543, -0.24171516, 0.12999704, -0.030818578, 0.036976814
721, 1669140736, 0.8985907, 0.32081687, 0.17755967, -0.24100658, 0.120501325, 0.024009537, 0.09455967
722, 1669157403, 0.8989253, 0.32032967, 0.17780629, -0.24022377, 0.16558816, -0.008782834, 0.14384937
723, 1669174070, 0.89925873, 0.31980315, 0.1781311, -0.23943532, 0.19872576, -0.029452272, 0.14056206
724, 1669190737, 0.89950436, 0.319434, 0.17848691, -0.23873898, 0.21812996, -0.018156983, 0.12428379
725, 1669207404, 0.89965296, 0.31928226, 0.17884004, -0.23811713, 0.11673135, -0.13357915, 0.07806206
726, 1669224071, 0.8997364, 0.31930724, 0.17918734, -0.23750645, 0.01946761, -0.12413278, 0.074816704
727, 1669240738, 0.8998164, 0.31935027, 0.1795447, -0.2368752, 0.03132715, -0.08508702, 0.09203625
728, 1669257405, 0.89986026, 0.31949273, 0.17991741, -0.2362329, 0.087595455, -0.102616645, 0.07405091
729, 1669274072, 0.8997791, 0.319769, 0.18035643, -0.23583278, 0.0037005544, -0.21095602, -0.046025276
730, 1669290739, 0.89899075, 0.3205606, 0.18119504, -0.23711827, 0.11655364, 0.18686448, 0.07353687
731, 1669307406, 0.8990066, 0.32075468, 0.18148139, -0.23657626, 0.0040452145, 0.11189437, 0.09688473
732, 1669324073, 0.8991004, 0.32075346, 0.18173906, -0.23602295, 0.03294982, 0.11373976, 0.08715153
733, 1669340740, 0.8992262, 0.3204147, 0.18212146, -0.23570865, 0.08922151, 0.1808419, 0.194726
734, 1669357407, 0.89946806, 0.31977946, 0.18260792, -0.23527178, 0.14291453, 0.20466608, 0.3137989
735, 1669374074, 0.89980245, 0.31909892, 0.18307453, -0.23455358, -0.0057703704, -0.17385414, 0.13789749
736, 1669390741, 0.8998446, 0.31925195, 0.18335985, -0.23395985, -0.12873137, -0.35841644, 0.075969696
737, 1669407408, 0.8996494, 0.32005098, 0.18353827, -0.23347908, 0.077427275, -0.14762667, 0.14251804
738, 1669424075, 0.8994963, 0.32069343, 0.1838228, -0.23296246, 0.33512548, 0.17428623, 0.28147697
739, 1669440742, 0.89951247, 0.320804, 0.18434119, -0.23233742, 0.30501637, 0.14860818, 0.23650932
740, 1669457409, 0.899609, 0.32064047, 0.18501095, -0.23165587, 0.19149248, -0.034525394, 0.04735279
741, 1669474076, 0.8994026, 0.32130727, 0.18551178, -0.23113215, 0.030245662, -0.34879506, 0.028892517
742, 1669490743, 0.8988843, 0.32276735, 0.1858769, -0.23082033, 0.07798514, -0.15074524, 0.08608627
743, 1669507410, 0.8982445, 0.3244759, 0.18623263, -0.23062885, 0.17656808, 0.12669799, 0.11843206
744, 1669524077, 0.897796, 0.32555062, 0.18680893, -0.23039514, 0.35897553, 0.6499082, 0.18510437
745, 1669540744, 0.89790976, 0.32509267, 0.18774189, -0.22983971, 0.11699006, 0.5832691, 0.006296158
746, 1669557411, 0.8979901, 0.32474685, 0.18855202, -0.22935027, -0.23436071, 0.15101235, -0.16475391
747, 1669574078, 0.89781904, 0.3250972, 0.18904422, -0.22911859, -0.2663196, 0.17964573, -0.10552788
748, 1669590745, 0.8974946, 0.32583988, 0.18933164, -0.22909698, -0.15695359, 0.2665489, 0.008570671
749, 1669607412, 0.8971157, 0.32672477, 0.18956254, -0.22912991, -0.06669448, 0.23601139, 0.03238583
750, 1669624079, 0.8967409, 0.32761368, 0.18982358, -0.22911173, 0.03841933, 0.17392883, 0.03302002
751, 1669640746, 0.89634955, 0.32851705, 0.19011784, -0.22910571, 0.11311054, 0.14252874, 0.032086372
752, 1669657413, 0.8959852, 0.3292965, 0.19048436, -0.2291075, 0.13968593, 0.09261521, 0.040107727
753, 1669674080, 0.8955934, 0.33010933, 0.19088094, -0.2291395, -0.009986527, -0.050019935, -0.076559074
754, 1669690747, 0.89511055, 0.33118033, 0.19121051, -0.2292059, -0.17819303, -0.0970598, -0.17936993
755, 1669707414, 0.8945252, 0.3325694, 0.19140103, -0.22932118, -0.18241492, 0.015452839, -0.14633943
756, 1669724081, 0.89391863, 0.33407965, 0.19148117, -0.229424, -0.091257416, 0.23556839, -0.017567635
757, 1669740748, 0.8933961, 0.33540714, 0.19152059, -0.22948939, -0.023420483, 0.35102597, 0.075265884
758, 1669757415, 0.8929608, 0.33652887, 0.19152677, -0.22953612, 0.012332082, 0.36775, -0.048436165
759, 1669774082, 0.8925265, 0.33762318, 0.19155991, -0.22959098, 0.08209367, 0.36093092, -0.21307756
760, 1669790749, 0.8921013, 0.33864057, 0.1916286, -0.22968793, -0.006515205, 0.48193783, -0.12256909
761, 1669807416, 0.89177346, 0.3394212, 0.19163212, -0.2298058, -0.10621932, 0.59244263, -0.026162148
762, 1669824083, 0.89166045, 0.3396957, 0.19156593, -0.22989357, -0.1588115, 0.5920384, 0.04390335
763, 1669840750, 0.8917378, 0.3395279, 0.1914496, -0.2299385, -0.18599333, 0.49653387, 0.037608147
764, 1669857417, 0.89188576, 0.33916566, 0.19130823, -0.23001751, -0.1210988, 0.40656805, -0.022580147
765, 1669874084, 0.89209914, 0.33863288, 0.19116777, -0.23009142, 0.0073679835, 0.35536474, 0.02854538
766, 1669890751, 0.8923646, 0.33796468, 0.19100437, -0.23017985, 0.0010035783, 0.30907118, 0.05992508
767, 1669907418, 0.8926306, 0.3372688, 0.19078188, -0.23035404, -0.01579824, 0.33844173, 0.11104489
768, 1669924085, 0.89288276, 0.33657405, 0.19054154, -0.23059168, -0.04831115, 0.29467252, 0.10226059
769, 1669940752, 0.8930435, 0.33608365, 0.19029185, -0.23088995, -0.051200148, 0.04199994, -0.0037593844
770, 1669957419, 0.89293015, 0.33626902, 0.1899686, -0.23132485, -0.024263486, -0.25087315, -0.15543556
771, 1669974086, 0.8925212, 0.33715463, 0.189668, -0.23185977, 0.24864912, -0.33656108, -0.2633791
772, 1669990753, 0.8921126, 0.3379581, 0.18957904, -0.232335, 0.32018933, 0.03903368, 0.109490395
773, 1670007420, 0.8920382, 0.33792794, 0.1896285, -0.2326237, 0.21079428, 0.2563753, 0.30959415
774, 1670024087, 0.89226335, 0.3371605, 0.18980339, -0.23273173, 0.007825524, 0.20190626, 0.32694054
775, 1670040754, 0.89249814, 0.33637634, 0.19000533, -0.23280084, -0.12224505, -0.028578255, 0.17939377
776, 1670057421, 0.89254445, 0.33606762, 0.19012544, -0.2329708, -0.11144942, -0.0817775, 0.10062313
777, 1670074088, 0.89240825, 0.33622226, 0.19014478, -0.2332536, 0.017197609, 0.027084656, 0.112976074
778, 1670090755, 0.89223695, 0.33641338, 0.19019188, -0.23359448, 0.18133466, 0.25152108, 0.29812145
779, 1670107422, 0.89215183, 0.33632708, 0.19034433, -0.23391917, 0.23009697, 0.32378685, 0.28232193
780, 1670124089, 0.89216197, 0.33594793, 0.19052193, -0.2342808, 0.12285166, 0.32473564, 0.2041626
781, 1670140756, 0.8922477, 0.33533937, 0.19070324, -0.23467904, 0.09997299, 0.23363125, 0.15995218
782, 1670157423, 0.8923124, 0.33477584, 0.19092283, -0.23505822, 0.10321357, 0.014100179, 0.10882187
783, 1670174090, 0.8923155, 0.33434612, 0.19119298, -0.23543817, 0.0651479, -0.1306394, 0.04592419
784, 1670190757, 0.89228797, 0.33402938, 0.19147576, -0.23576215, 0.022178538, -0.20166126, 0.016697884
785, 1670207424, 0.8921962, 0.33391604, 0.19172049, -0.23607102, 0.035823885, -0.13344184, 0.026693344
